Tweet,Username,AverageAnnotation
2 corinthians 3:4 such is the confidence that we have through christ toward god. #bible,zykxx,0.0
i'm an asshole but you really are a terrible person. and i really mean that. prove me wrong.,WhosDarek,-2.2
 i know. i'm not one to use pet names on people. but i can't help it with her. she's just too cute.,shieldagentskye,0.0
i'm super excited for the solar eclipse on friday,LiamShikari,1.6
 ah well then... i guess i'll shut up then...,IamArg,-1.0
 doris burke is just a stiff. she's not a cool dude. lol,Sum1UshouldNo,-1.2
why do we gain weight so quickly but lose it s slowly!?!?! #scale #wakeupcall,Michael_Vega,-1.0
fucking peeta's i can bake a mean sock-it-to-me cake. but can't hunt or tell the difference between poisonous and nonpoisonous berries ass,____glencoco,-1.0
#selfie before exercise #weightlossjourney #newyearsresolution #weightloss,Emma0839,1.6
eclectic bedroom romantic french bedrooms naturally neutral,VelmaC1232,1.2
 50 flavors of delicious milkshakes.. omg,BrennaLarks,1.6
 there was some romance in good results being surprising but i certainly wouldn't swap toby &amp; tadic for tahar &amp; telfer!,MercuryPaddy,1.0
#sagittarius people tend to be rude when they don't get their way.,1_Sagittariuss,-0.8
 are you guys going to do some meet up or is it just going to be a youtube meeting,saltandburnitt,0.6
thank you lord!,TriaLucila2011,0.8
el que se enamora pierdeee,_Cindy_58,0.0
 thabo is a huge difference maker. the defensive efficiency jumps 7 points w/him on the floor,raptureveteran,1.0
#sagittarius can be very carefree but when they find something they actually care about. they care about it so passionately...,Grettahw,1.4
zach piona. please marry me,alevilevi,1.4
okay okay there's good &amp; bad cops... now when do we realize the fed gov't is a (completely) broken system?,rsgyergyek,-1.0
 i know! i don't envy anyone having to do one of those venue get-outs! glad to be home?,georgekemp,0.4
#aries : you would be wiser and have more tact sometimes you could suffer. if something hurts you. you send it to hell.,Zodiac_ebooks,0.25
great night tonight w/ music builds community thursdays feat. just n case band on pointttt!!!!!!! btw. i sang...,4keithm,1.2
 okay i'll share it to you . cause i finished the conclusion questions but this career journal can't fit and idk how to do it,_jussstree,0.25
suddenly remembered the time a dolphin cut my toe with it's teeth.,TheFlamicon,-0.6
comfort. local knowledge. and proximity to family count a lot. plenty of great local docs. just do your homework and be sure #lcsm,BrendonStilesMD,1.5
 hahahahhaa yessss obviously,aliyyah92,1.25
lol. lebron only got 5.,CLF_423,0.2
guess who's making those 'come on darling' kuroo boxer briefs today (it's me),thrdplanet,0.6666666666666666
lp on the way!!!! percolate by catchy hooks on itunes! #edm #partywithedmmusic,rapcatchyhooks,1.25
 how is the us going to overcome socialism? there is too many people voting for welfare. hilary is up next too. not good.,supergoodlus,-0.4
 how about those surprising eh?,BillBelsey,0.8
not sure what the words are in gaelic. but the sentiment is there: dublin. you're a winner. #eatingcrow #ireland,aspiringkennedy,1.8
 johnnie plotting something &amp; erin is a part of it. she ain't real! so look for me &amp; make sure i'm not shipped off somewhere,_MinnieMina,0.6
but that doesn't mean we have to treat it like we don't have one.,Tape_Dispenser_,0.6
found it in my freezer. never too old #nephew,PhillipJCarter,1.25
 i'm not. sorry. down in north yorkshire. apologies. but city seats do tend to be low turnout.,amjsutherland,-1.0
 i dont even know it was so weird gahaha,sydneydavisss,0.25
the lost island trail at ludington state park. michigan. a beautiful place to paint out and watch for birds!,sandystrohs,1.4
nakaka in-love ka nicky song <happy> <love>,chocoaddict23,1.4
 which song.??????? ur hindi is good if u haven't done a 'copy-paste',Ajinkyaworld,0.6
said with authority!  : i'm deana. lost my mom to this crummy disease. won't rest until we make it manageable. #lcsm,BrendonStilesMD,0.8
 thanks chris. actually. i have been working on some money making schemes lately <laugh>,alixcote,1.4
love my daisy bug,TotessToasst,0.8
 #your captain is awesome,andrealegend,1.5
mt : winner of 2013 waterwise conservation award was tracy bouvette. #cww13,DenverWater,0.8
 youre probably good since most cereal are dehydrated and all but. please take care of yourself,yui_shinobu,1.2
 please never change zaynmalik1d....,xlarry_rainbowx,0.5
in a few days it'll be a year since my first and only lose of a slapbet!,Cobblywobbly,-0.4
 breaking: browns announce they are close to finalizing a deal for rgiii with the .,Sum1UshouldNo,1.4
 im scared of heights,xntisxcial,-0.6
 beautifu# genius. .,andrealegend,1.8
colonel slade can't see. he can't see me. but knows everything i feel. i only wonder why al (sorry - colonel slade) protects me.,TatyanaB5,-0.6
 we'll have to agree to disagree.,AllThingsMSR,0.5
flight attendant serenades passengers with 'royals.' wins praise from ,BillBelsey,1.6
 hahaha. me too. but i rather cry watching this is us,PrincessXMalik,-0.6
can u tell me whats wrong in it,TOUCHDOWNIALL,-1.0
ew i prefer grande,sassbuteraXO,0.8
 thank you bae ;;,silverfuckr,1.0
thanks + for co-hosting an amazing dinner last night w/ neil golden (ex-cmo of macdonald) &amp; 18 inspiring founders. #nyc,bennydotevents,1.5
 mayo and ice cream vs. the word lover,Cinnacorn,0.4
how fucking dare people single someone out on their appearance or sexuality,twiglet3000,-1.6
 lololol ok what about fries i love fries i would eat a whole big bag,HereForTaylor8,0.25
 exactly!!! ohhh i live in a scheme as well aarrgghhh! no room to swing a cat in my kitchen!!,BoagMaureen,-0.2
it's okay for your kids to be a...,snaccards,0.3333333333333333
 visited blackpool friday eve 1/05/15. excellent service. food and environment. best hr i have visited. thank you.,caroleay,1.8
 smh day day needa just drop out and go back to the hood he stay in trouble,ShainaDawnn,-0.4
bobby: i'm sorry. if you care.,selinnakyle,0.2
despite all my sarcasm,lucafex,-0.4
happy easter! #mysunshine,cantidiamore,2.0
 sounds like a fucking plan!,Please_No_Pics,-0.75
 some of my friends bought tickets on stub hub a week before the event last year :o,_catmand00d,0.5
it's so hot outside... disgusting,sspankayy,-1.2
if #lefty wins today i'll donate almost all my non-black apparel w/ some exclusions! #allblackeverything #themasters,catherinescavo,-0.3333333333333333
 aw!!! rest in peace london look <happy-tears>,xxviiimmxx,0.0
 greatest player around at one time. not in the last 2/3 seasons,ChrisRafc1995,1.0
hello. single ladies. meet my friend. paul. he's employed. he's english. and he's good with babies....,aspiringkennedy,1.4
smoking weed is fine if you can still function &amp; live your life while high as fuck. it's when you allow it to take over that you fuck up.,_cha0sxo,-0.8
i have so many consoles and games and expensive art stuff etc but my computer is like my most important and valuable posession tbh,silverfuckr,1.2
lsiten. give me a driver's licence i don't care,yui_shinobu,-0.75
 omg you still remember hahahahahah angela!!!!!! thank you see you soon,CLAIREDRAMIREZX,0.8
 hahaha kurang asam nadiaa larat okayy . alaaa setakat motor takde hal,RainaNadia,0.0
my attitude is getting ridiculous lmaooo,carolin3ngo,-1.4
omg this can't be the #freshofftheboat finale! we want more!! it feels like the episodes went by so fast.,uknowcamille,0.5
this pisses me off,royaljesy,-1.3333333333333333
wish he would say if he likes me or not,Shania_Hansen,0.2
working on a layout competition at siast kelsey campus. #siastskills,SaskPolytech,0.8
i hope appreciates what she's experiencing right now!,DeanneCP,1.3333333333333333
 i feel bad if the vague shit in those strips actually spoiled anything. but six months. it's been out on video for a month.,gmcalpin,-0.3333333333333333
pictures of me before my workout #weightloss #weightlossjourney,Emma0839,1.2
but she did say she like hood niggas with bad attitudes... that sound like meek to me.,____glencoco,-0.4
getting such a bad cold... can i please stay in bed,AlisonGrasmeyer,-1.2
 got 48:13 for father's day. wow. amazing!! can't wait to see them again.,BlueCR4,2.0
update on the brownies. it was going perfect until georgie cracked the eggs. anyone for straw flavoured brownies?,xntisxcial,0.6
 ll cool j and mike tyson look like they are about to pass out from laughter this is fantastic,whateverlinaa,1.25
what does a jerk like to eat?,TOUCHDOWNIALL,-0.5
b.c. dog receives award for rescuing teen owner,canada_agent,1.75
 mmm hell yea lol,RDUBBS518,0.6
i love ryan more than i love my own family,ryansgaybies,1.5
when ur aesthetic and band trash at the same time n all the bands u like r unaesthetic af,alexskarth,-0.25
oh. you're still a cunt,Tori_Mace,-1.2
growing a beard shows just how much patience i have..that shit don't happen overnight,_Beard_Life,0.8
the fact that i'm still a hopeless romantic &amp; still believe in the one &amp; the 3 great loves will be the death of me lol. fuggit tho,virtuous_being,-0.6666666666666666
 lmao imma try for you ok,alllovehes,0.5
 to describe any ethnic group's culture as all abt lawlessness is completely wrong. always. no ifs. no buts.,benwuk,-0.6
 girl we were talking about her face and how scary it was when she does that,deprcsscd,-1.25
it's amazing how ppl to talk behind your back but quick to be your bestfriend,ViciousAssKoala,-0.6
 fuck you haha,verenis_,-1.2
: quote your favorite lyrics throw one up for love. don't give up. just stand up!,DeanneCP,1.75
 love your profile pic,sjpurches,1.75
with the right focus. you'll be surprised what you can accomplish. the doors that you used to walk past that you should have peeked in,younghov_,1.4
i know sharing makes you feel alive which is funny cuz you dont know it yet but youre already dead,SoMe_GiRl_ThErE,-1.4
 hahaha just 63%,ChrisRafc1995,0.4
bookmarked 50+ fanfics to read...holy crap. #destiel,AllThingsMSR,-0.8
without a sense of urgency. desire loses its value. - jim rohn,kenkoco1,0.0
snp have hugely damaged the left in uk &amp; destroyed it in scotland. strangely they call this being progressive #ge2015,Effiedeans,-1.5
 no one is sure yet bruce said he'd like to be called the same name and pronouns until later on in his transition.,rjchrd,0.8
my roommate here in florence & i have decided we miss american television and candy. #theimportantthingsinlife,ArtofConfusion,0.4
y'all i am only $290 away from my goal. oh my stars. so incredibly thankful for everyone's generosity.,taylor_annem,1.6
u r very important to me <happy>,chelsreynolds1,1.3333333333333333
i just wrote two songs that was fun.,sierrakinsey_,2.0
 thanks for making me look so beautiful,sjpurches,1.75
 nhl trade deadline. and yes. there were cameras outside houses. awkward phone interviews etc. not quite sky sports levels though!,MikeAlexander86,-0.6
it's not hard to make decisions when you know what your values are.,bob_hoffmann,1.6
 *salutes* what's up my friend ?,SaveThe_Tits,1.25
 good morning! hope you have an amazing day!!!!!#thescriptfamily #thescript,tsinspired,1.8
psychology says. there's nothing scarier then getting what you want. cause that's when you really have something to lose.,landpsychology,-0.6666666666666666
planning is a great one. being organized. i cant do that. i can spur of the moment know what needs done and work down the list priority wise,Soulburn5,1.0
words just come out haha,samamarie0924,0.8
jones is a monster athlete. damn.,Harrison101HD,0.2
 dick cheney is someone's child.,Simplekindoffan,-0.6
yayyyy i finally got it so happy,rockyyyyy15,2.2
broke my heart. rise above this. ladies. it's extremely unnecessary.,ArtofConfusion,-1.6
in 2 days is #kidsareheroes day. watch it live!!!,dawnranieri,0.4
i think i failed that test,Zehquisha,-0.6
my natural reaction when somebody pisses me off is to go off. i've been doing a lot better about it though,PerriSimone_,0.0
this is what i call a tranquil working environment!,ChiquaMeii,1.0
 i can't see the picture??,VarnerKaleigh,-1.2
 i hate you lol,AnnellyVega,-1.0
from yesterday. police chase hertford 'suspect' in helicopter... buttttt they had the wrong guy! bad or just funny?,MercuryPaddy,-0.6
