Tweet,labels_for_settingB
6 ways to use your personal facebook profile for business by kim garst! always great info from kim <happy>,1
we have to win #bestfandomca2015 directioners,1
just kidding guys just brought my backpack back to me.. #lifesaver,1
an evening of burritos and lush. perfection,1
 you're in co?! enjoy boulder! let me know if you find yourself any further south.,1
i've met the smartest people but they look so stupid when they are uneducated about all that...,0
 preview of the good---screening saves lives.,1
 that's brilliant! i must buy one - no. two - of these immediately! where can i get it??,1
in order to love others you must first love yourself.,1
change of plans! i'm going for my reading this thursday yay soooooooo pumped.,1
sure. [[smiles at ]] we'll go shopping tomorrow. ,1
just saw on sky news the pic of soldiers doing the rhs. fucking embarrassing. simply in no way is that acceptable.,0
 i really hope i get this. im praying lool,1
engage your child in the process of brainstorming ways to improve the community.,1
 i am laughing each time i read it loool,1
 i cannot understand why in the face of this type of criticism the bbc foes not recruit from a more diverse pool. they are 2cosy,0
 all i can say is wow!!! beautiful as always. have an awesome week!!!,1
i decided to keep it up like i thought about it and idk if people would even be interested but i really need the moneys lmao,1
oprah has fallen in love with common,1
happy birthday to our friend. . wishing you another fabulous year!,1
naomis new theme is better than her old one. like the new look she has now. should be a good match if given time. think nikki retains.,1
 now you did friendo,1
i'm sorry but that pit/dachshund mix that got retweeted onto my timeline was the ugliest dog i've ever seen,0
that's the shit they never see,0
 don't start with me fake ass,0
 i'm just trying to educate and liberate. lol,1
 have a lovely sleep ily with all my heart,1
srsly crying cause i'm locked out,0
aries are anything but fake or phony.,0
gorgeous celebrity weddings -,1
 is the best in my heart and will always love you.,1
i love ryan more than i love my own family,1
 from pampanga city unnie. hoho,1
toured retirement community here in rockville with my parents this am. very nice. i'm ready to move in immediately.,1
 indeed picture perfect selfie of perfect girl,1
everyone is so broken ::cries a river of tears and drowns in it:: #bsg,0
 beautiful. inspired by our conversation this morning. i take it. except you refined all my thoughts so perfectly.,1
man i'm so slow sometimes i be pissing myself off,0
 destroyed by that pile of shit called mw2,0
 i know right. same happened with pakistan in 2005. these aftershocks are psychologically so disturbing.,0
the awards take place in today. looking forward to it very much. our law students worked on a report for .,1
too bad my girl wanna be with somebody else,0
many things! toxic-chan is nice. kind. loving. caring. friendly. funny. and pretty much the most badass man you'll ever meet. she smiled.,1
you're obviously a maniac,0
 brilliant tweets tonight as always keep up the good work!#snp #sexysocialism,1
ughhhhhhhh why does snapchat keep fucking up? stahp.,0
hakalefkfjieowlaajwiskdkd super excited to see jonny craig with sarah.,1
 why don't you stop being such a closed-minded. ignorant fuck up?,0
 we truly have the best teams !! #handsdown,1
 that is your problem. you make things a competition. 10x20 scene had nothing to do with sam. it was about dean/claire/cas/jimmy.,0
good morning! happy monday!! welcome.to all my new friends!,1
 good to hear! i know in my neck of the woods anxiety is at it's highest reported levels. always looking for new things to try!,1
 i hate u,0
i hate how everyone is just jealous everyone is jealous with the u.s fans and now u.s and uk fans getting jealous with japanese fans,0
chelsea always scoring shit goals,0
the way u break my desires &amp; shatter my dreams into a million pieces of tomorrow. scattering them like tiny crystals under a rainbow'd sun.,0
i do love vegas bombs tho,1
rlly upset cos i cant listen to crave u// flight facilities in the same way bc it gave me a bad trip once and is now forever ruined,0
i'm super excited for the solar eclipse on friday,1
killing myself because matt was in miami and i didn't know about this,0
 hi draxx good day haha <laugh> <laugh>,1
 of course &amp; a pleasure.,1
that dull. drowsy. headachy feeling from too much sleep is so much better than that dull drowsy. headachy feeling from not enough...,0
all mums should get spoilt this week but just in case. here are some fabulous pampering tips you can do yourself...,1
not gonna lie. show fucked up roman there but there's really no point in having these two go at it. #raw,0
 well. that and smartphones. bluetooth. wi-fi and touchscreens. those are all pretty cool.,1
got two pieces of gear last night in naxx. hopefully doing it again tonight,1
i'll take drunk. lotto-ticket-checking. tearaway-pants-and-jersey friendly over silently seething black wool cashmere any day.,1
i'm tired of dealing with these assholes i just want to be permanently away from like 90% i have to be around these days <sad>,0
almost completely finished with saints row iv. been a great game but i'm hoping dlc won't be just a ton of little minigames.,1
edward freaking james olmos on . this show just got 10 times better! #agentsofshield #commanderadamaforever ,1
happy friday #ff! cuz she loves animals!,1
 you wouldn't mind? yet you just said you've ranked it second last? i'll be mighlty pissed if my bottom 2 qualify over ...,0
we will be here and jonathan will win this.,1
my lord my god will never fail me my lord exeeds exeeds all my expectation prayer request now a...,1
 i like this kid,1
argh hate feeling pressured,0
 a bitchass nigga ! fuck em for what he did last night #fuckem,0
i slipped on the stairs if that doesn't accurately represent my life idk what will.,0
flight attendant serenades passengers with 'royals.' wins praise from ,1
 unfortunately we are not getting to know any of them really. fed up with the perez show. so have stopped watching.,0
 *ignores &amp; looks away*,0
 this made me laugh audibly. #tooproudtosaylol #havefun!!,1
not excited about tonight,0
omggg this scared tf outta meee,0
here's hoping this goes straight to my boobs or butt! #humpday,1
strong disinterest in twitter lately,0
 and you. naomi. good luck with the training for tp and gucr.,1
#sagittarius have a loving side many don't know.,1
 i think that's bc society is well trained at demonizing women with opinions and feminists. women be cray is bullshit.,0
 side-scrolling beat-em-up?! that's my favorite genre!,1
so so cool that this badass photographer/designer couple just decided to create a page on splash for their wedding.,1
 they got the split. which against la. in the brewers swoon. is damn good.,1
the moment you go to put black eyeliner on. instead of red lip liner you know you gotta problem... #ineedsleep #sleepdeprived #makeupforever,0
always be good and kind and loving.,1
can't tell if i'm sad because all i did all day was watch netflix or if all i did was watch netflix because i'm sad,0
7 hacks to make your day at the office ten times better!,1
gratulera til organisation for the prohibition of chemical weapons - nobels #fredspris takere ,1
gratefulness makes us happy!,1
#sagittarius motto: freedom or death,1
it's beauty in the struggle nigga. ugliness in the success,1
 you're the best !,1
jays demote pompey after loss to cleveland,0
what's a creative #joseolerecipe you've made with our #taquitos?,1
sometimes i never message firstbecause i hate to feel like i bother you,0
