Tweet,EVENT,GENERALIZING_SENTENCE,GENERIC_SENTENCE,IMPERATIVE,QUESTION,REPORT,STATE,DYNAMIC,EPISODIC,GENERIC,HABITUAL,NON-GENERIC,STATIC,STATIVE,labels_for_settingA
"it's sad when someone you know becomes someone you knew.",0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.25,0.75,0.0,0.25,0.75,0.75,0
"they say* weed will solve everything. i'll only get you high. away from the problems. but you still gotta come down and face them.",0.0,0.0,0.4,0.2,0.2,0.0,0.2,1.0,0.0,0.0,0.2,1.0,0.8,0.0,1
"shit i can't wake up without one of my lazy ass family members in my ear asking for favors .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"fucking peeta's i can bake a mean sock-it-to-me cake. but can't hunt or tell the difference between poisonous and nonpoisonous berries ass .",0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0
" we can die alone together .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"do you remember these saints wins over west ham?: saints welcome west ham on wednesday with both sides pe...",0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1
" it'd explain why they're both so blinded by their hatred. i guess <skeptical> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0
"i have to go to jury duty tomorrow an get up a hour earlier then i usually do for work. so basically. fuck everything .",0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0
"if really the activists on twitter are fighting for change. then bola tinubu's case is not any different. what the hell!!! .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0
"men cheat off impulse. women cheat off emotion .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1
"lmao karla and i have not changed one bit in two years.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"i just want to feel important to someone .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"engage your child in community events. meetings. gatherings etc etc.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
" thank you so much. i don't think it'll be out any sooner..not now for obvious! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
" allow me to present percolate by catchy hooks available on itunes. music that'll make happy hour happier. twerk! .",0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"my sisters are just leaving for the game. hahah .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"don't wear a mask just to impress everyone else. be who you are. just you.",0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"shity saturday eyebrows still fleek tho .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"#sagittarius : do not betray. you are able to calm down and stop doing crazy about the person you care but you will decide.",0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.5,1
" cold (11) miserable and a bit drizzly.guess you're in the garden in shorts? .",0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" saw him tonight in #yyc... such a funny. talented guy. looking forward to hearing your intvu.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"my baby is bathe. nails cut. hair brushed and ready to go to bed! #singlemom #family #lifeafterwork .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
" like what the fuck dude? .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" well. i suppose it's a clue in that i'm not you. which eliminates one person in the us. right? .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0
"mt : mt : free educator preview 1/13 of #livingwest exhibit feat. our pine beetle video .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"you may be overly confident about an important decision today.... more for cancer .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"god it's gonna be bore off yanny with all my pics. sorry .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0
"a month late to the party. but we are getting our les mis on ce soir... and it is sooo good. #haventseeninyears .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
" we truly have the best teams !! #handsdown .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"with liberty. and justice .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"you can't make someone love you. all you can do is be someone who can be loved. the rest is up to the person to realize your worth.",0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,1
"lmao he got me blocked too cause he love me &amp; he miss me so much he can barely stand it .",0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0,0.0,1.0,0.7142857142857143,0.42857142857142855,0
"never seen a dl celebrate a holding call like a touchdown what a loser especially down 21-2 hahaha .",0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.5,1
"girls that complain about the size of their engagment/wedding/promise rings make me sick.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
"like. if you don't live here and you have something fucking clever to say about #rfra. go check out first. #boycottindiana .",0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.6,0.4,0.0,0.2,1.0,0.4,0.4,0
"i am active and easy-going person. i like to spend time with friends and have fun. i am al...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"shop with me on carousell. i think you'll like it! .",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1
"the opposite of love isn't hate. it's indifference .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"packing up all my scars. heartache and hopes for the trip to croke park this afternoon #mayogaa .",0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1
" thanks for the . much appreciated. <happy> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"so yes. if i was born a woman i would've been a huge slut. i probably would have gotten a gig hosting snl because of it.",0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,1.0,1.0,0.75,0
"what's the shy dolan twin's name? if anyone knows .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i should be on my way to toledo right now <sad> but i guess getting there at midnight is better than not getting there at all...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"#ff some of my favorite peeps! first ever #ff .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"shonda . how you gonna end scandal like this ?! oh my my my ..",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
"bia kase eh haha .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"why do we gain weight so quickly but lose it s slowly!?!?! #scale #wakeupcall .",0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
"i have this recurring nightmare that sticks with me all day and its making me scared to go to sleep .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0
". your opt-out link is still not working? can you send it again please? this is what was sent last time: .",0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.75,0.5,1
" it's the best movie ever. you have good taste.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" sort of. in this case sam smith is one of the actual writers. usually the producers/writers get very little credit.",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1
" so happy for you!!! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"no joke. drake's line from blessings has been stuck in my head the entire day like be quiet im doin a toast .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
". under the impression it is but that's no guarantee of anything - .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"today is too beautiful to waste indoors! .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"q2: as a student teacher. how do you/will you involve students in the formative assessment process? #edteach .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"ain't trying to force it. in order for me to really enjoy something for what it is it either has to be the last thing on my mind.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
" well this shows a little patience anyway.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" ...we get snow and cold and sleet and ice-pellets and rain and slush and then it all freezes rock solid and then we do it again .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
"being right isn't always a good thing. but at least i know that i knew when i said i did.",0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.4,0.4,0.0,0.0,1.0,0.6,0.6,1
"i'm trying to be a better person but some people are testing me .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"normally i would be fine with that but considering my school is already hot as hell cause there's no air conditioning and add in the fact .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.2,1.0,0.8,0.8,0
" be careful little nugget .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"2 people followed me and one person unfollowed me // automatically checked by .",0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,1
" best app ever! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"seriously freshmen are really annoying !! .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"how to turn your rock bottoms into rock star moments? join the be happy summit summit .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
" but explaining that would have ruined your own trolly article. i guess .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"i would seriously cry if a guy ever said this to me...",0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"i took out a book from my pack &amp; wrote something in the margins.words i wanted to remember before they floated away in the trickling breeze.",0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.75,0.0,0.0,1.0,0.25,0.25,1
": yesterday. march 14th. was a special day. az really showed love last night to this man. it special to experience that .",0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,1
"watch arlene's segment on the better show #constantcontact .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" it's like hearing music for the first time. i've been missing so much complexity. and noise canceling in earbuds whaaaaaat?! .",0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"am i a terrible canadian for saying i've never liked any of tim hortons' food offerings? french onion soup. various sandwiches. etc. bland.",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"problems r never the problem the problem is the solution. i am tired of telling to search for a key &amp; not to sit crying inside locked doors.",0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.5,1.0,0.5,0.75,1
" i heard screaming so propably .",0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"this plays entirely into how we construct news stories. -- bentley #ameast15 .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1
"7 #suplexcounter #sluplexcitybitch #wreslemania .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"#sagittarius knows they look good. they just don't want to look desperate.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i have fallen in love with my english teacher and i'm going to spend my summer crying over the fact he is leaving .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0
". i am always happy to have people put counterarguments. but i have simply received abuse in past 24 hours .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"am not stubborn.. there's stubbornness inside of me .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
". congrats &amp; keep up the great work! .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
" mm. probably the play? i remember the play better than i remember the book rn.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" i can be a hood bitch .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"yeah so the spurs just lost. not what i as looking forward to.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
"wow i just came to a huge realization....",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"i had sum bumps in da road planning my cd release. but. delay is not denial. when da timing's right. its goin' down! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0
"had a fun night tonight watching perform tonight <happy> .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1
"naomis new theme is better than her old one. like the new look she has now. should be a good match if given time. think nikki retains.",0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,1.0,1.0,0.8571428571428571,1
"all kids need is a little help. a little hope. and someone who believes in them.",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
"fuck that for a laugh .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
"happy friday! hope all is well and your weekend plans are laid out with family. friends and fun in mind! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
" he also runs from any kind of intellectual conversation. probably because he lacks intellect. room temp iq .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"in 1915 women fought for some rights.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
" wow. jeremy pruitt. he's 40. i learn from u king every day. teams are on big kick for hc experience.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1
" i texted you like 5 times .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"love how a lot of superstars are focused on going after the ic title now. the title actually looks important &amp; relevant again.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" <sad> i just wanna play basketball every once i awhile.. #thanksforcrushingmydreams .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"ok so two guys have offered to help us with out tent... we're so fucking useless .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"as much as i'm mean and say whatever i want. i don't like breaking the rules. i color in the lines.",0.2,0.0,0.0,0.0,0.0,0.2,0.6,0.4,0.4,0.0,0.0,1.0,0.6,0.6,1
"i swear i be so confused sometimes. lmao! #thingsthatmakeyougohmmmm .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"beauty of the caribbean #travel #photography photo by breeze turner .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i don't put up with the same bullshit .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
" i don't think he was very good. but he was very good for paulinho. i was pleased to see that.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"wow looks soo gorgeous this morning on  .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"happy day 16 of #christmaskindness x surprise a loved one today with a random act of love xxx #surprise #giftoflove .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" i've lost 4 followers bc of our egg talk bye .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
" i heard if you stare into zlatans eyes you will never see again lol .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0
"ahhhh i love this lady. fit toned &amp; athletic .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1
" trumpton isn't fake. it's a wonderful place. it does appear to have voted tory and ignored #ukip though! .",0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.5,0.25,0.0,0.0,1.0,0.75,0.5,1
" hahaha i hate you chandy .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"people wey dey carry second dey celebrate pass people wey dey carry first. the second self no sure. na pencil e dey. plot twist of life .",0.0,0.0,0.5,0.25,0.0,0.0,0.25,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1
"its called a 'refresh' where like the frames in the tv/laptop are too fast for the camera. so you sea waves/distortion .",0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
" you always see the worst out of what i tend to like.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0
"let me tell you how much teachers look forward to friday ..",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"my sister makes giving her a bath way harder than it should be .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
"i'm honestly tired of putting the effort to hang out with you.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
" next time i see you. we should fight...no rules. i'm kickin you right in your balls.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0
"cut the sugar out of our child's life. in 1800 the average child consumed 2 pounds of sugar a year. today it's 87 pounds! .",0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0
" wheras i need to go back and play ii because i started at iii and ran like mad. it's hi-lar-ious.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.75,0.0,0.0,1.0,0.25,0.25,0
" break a leg kid .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"she's like in 8th grade and thinks she knows everything .",0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0
"thanks. ! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" u were defending urself but were u defending your best mate or your fans that loved you for 5 years? .",0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.75,0.0,0.0,1.0,0.25,0.25,0
"if smoking weed is literally all you do im seriously not interested... if you stopped smoking weed how many friends would you have then ? .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"my icon's a little blurry but who cares bc haley took the picture in person .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"loses place in notes .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" that would be the best thing ever. best crossovers ever. so much happiness and light colors i could die of joy.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"the more i read on williams and the more i read how unpolished white is on route running. the more i like the #jets selection. #jetsnation .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0
"i love y'all too much. smh .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
" you have blood /all/ over you.it's kinda hot.. she spoke in a jokingly manner as she laughed .",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,1
"without a sense of urgency. desire loses its value. - jim rohn .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
" it is 2 in the morning. that's when all the deep stuff is the best.",0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"just really fucking bad. pray for me.",0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"any time my mom makes me feel better about stuff over the phone im like yeah everythings ok but then i hang up and its like 'nothing is ok' .",0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,1.0,0.75,0.75,0
"i've never cried in front of my uncle until tonight &amp; i've never felt so closer to my dads side. they're the reason who i am today.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.25,1.0,0.75,0.75,1
"i think i got a backache from bowling???? holy heck. i am actually a 90 year old woman.",0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
"sometimes i just want a friend sometimes i'm just looking for an answer that no one has a question for.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
" how do i sign up for the fabian women mentoring scheme. please? many thanks. ella .",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"highlight of my night is watching hgtv with my boyfriend over grilled cheese &amp; cucumber water. what is life .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0
"i am a many-sided personality with bright temperament and full of love to life heart. i am...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"ok. i'm crying. henry and the girls plus the staff just made cry. #madamsecretary .",0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"i'm so thankful right now. just got the call that said i'm approved for my apartment !!! .",0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
"like bobby from needle park...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" and move stuff around with gimp maybe? or give up <happy> .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
